dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	2	0	22	136	4	2673868964	2693529804	19660840	84745	1.849431
ERR1203383	PE	2	0	23	143	5	2811494612	2831155220	19660608	84744	1.806561
ERR1203383	PE	2	0	24	144	0	2831155220	2850816060	19660840	84745	1.714383
ERR1203383	PE	2	0	25	151	1	2968780868	2988441708	19660840	84745	1.871843
ERR1203383	PE	2	0	26	158	2	3106406516	3126067356	19660840	84745	2.043755
ERR1203383	PE	2	0	27	171	3	3199795332	3204710484	4915152	21186	0.616398
ERR1203383	PE	2	0	28	178	4	3234201628	3239117012	4915384	21187	0.57352
ERR1203383	PE	2	1	0	1	1	19660976	39321628	19660652	87957	2.382412
ERR1203383	PE	2	1	1	8	2	157286524	176947228	19660704	87771	2.222226
ERR1203383	PE	2	1	2	15	3	294912060	314572956	19660896	86232	1.772597
ERR1203383	PE	2	1	3	22	4	432537648	452198544	19660896	86232	1.903393
ERR1203383	PE	2	1	4	29	5	570163236	589824132	19660896	86232	1.834489
ERR1203383	PE	2	1	5	30	0	589824132	609484800	19660668	86231	2.082162
ERR1203383	PE	2	1	6	37	1	727449720	747110616	19660896	86232	1.941655
ERR1203383	PE	2	1	7	44	2	865075308	884736204	19660896	86232	2.125475
ERR1203383	PE	2	1	8	51	3	1002700896	1022361792	19660896	86232	2.018681
ERR1203383	PE	2	1	9	58	4	1140326484	1159987380	19660896	86232	1.692437
ERR1203383	PE	2	1	10	65	5	1277952072	1297612968	19660896	86232	2.119817
ERR1203383	PE	2	1	11	66	0	1297612968	1317273636	19660668	86231	2.445207
ERR1203383	PE	2	1	12	73	1	1435238556	1454899224	19660668	86231	2.100453
ERR1203383	PE	2	1	13	80	2	1572864144	1592524812	19660668	86231	2.013546
ERR1203383	PE	2	1	14	87	3	1710489732	1730150400	19660668	86231	2.161158
ERR1203383	PE	2	1	15	94	4	1848115320	1867776216	19660896	86232	1.650619
ERR1203383	PE	2	1	16	101	5	1985740908	2005401804	19660896	86232	1.911055
ERR1203383	PE	2	1	17	102	0	2005401804	2025062472	19660668	86231	1.644311
ERR1203383	PE	2	2	0	2	2	39321628	58982556	19660928	87772	2.60121
ERR1203383	PE	2	2	1	9	3	176947228	196608156	19660928	87772	2.146799
ERR1203383	PE	2	2	2	16	4	314572956	334233624	19660668	86231	1.884262
ERR1203383	PE	2	2	3	23	5	452198544	471859212	19660668	86231	2.25244
ERR1203383	PE	2	2	4	24	0	471859212	491520108	19660896	86232	1.857498
ERR1203383	PE	2	2	5	31	1	609484800	629145696	19660896	86232	1.644806
ERR1203383	PE	2	2	6	38	2	747110616	766771284	19660668	86231	2.015
ERR1203383	PE	2	2	7	45	3	884736204	904396872	19660668	86231	2.174178
