dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	1	3	16	97	1	1907097780	1926758448	19660668	86231	1.659661
ERR1203383	PE	1	3	17	104	2	2044723368	2064384036	19660668	86231	1.661933
ERR1203383	PE	1	4	0	4	4	78643260	98304188	19660928	87772	2.179404
ERR1203383	PE	1	4	1	11	5	216268860	235929600	19660740	86802	1.707971
ERR1203383	PE	1	4	2	12	0	235929600	255590496	19660896	86232	1.811698
ERR1203383	PE	1	4	3	19	1	373555416	393216084	19660668	86231	1.935512
ERR1203383	PE	1	4	4	26	2	511181004	530841672	19660668	86231	1.945908
ERR1203383	PE	1	4	5	33	3	648806592	668467260	19660668	86231	1.696812
ERR1203383	PE	1	4	6	40	4	786432180	806092848	19660668	86231	1.922067
ERR1203383	PE	1	4	7	47	5	924057768	943718436	19660668	86231	2.11813
ERR1203383	PE	1	4	8	48	0	943718436	963379332	19660896	86232	2.098196
ERR1203383	PE	1	4	9	55	1	1081344024	1101004920	19660896	86232	1.862082
ERR1203383	PE	1	4	10	62	2	1218969612	1238630508	19660896	86232	1.774848
ERR1203383	PE	1	4	11	69	3	1356595200	1376256096	19660896	86232	1.846189
ERR1203383	PE	1	4	12	76	4	1494221016	1513881684	19660668	86231	2.22135
ERR1203383	PE	1	4	13	83	5	1631846604	1651507272	19660668	86231	1.673305
ERR1203383	PE	1	4	14	84	0	1651507272	1671168168	19660896	86232	1.571689
ERR1203383	PE	1	4	15	91	1	1789132860	1808793756	19660896	86232	1.6138
ERR1203383	PE	1	4	16	98	2	1926758448	1946419344	19660896	86232	1.414608
ERR1203383	PE	1	4	17	105	3	2064384036	2084044932	19660896	86232	1.990405
ERR1203383	PE	1	4	18	11	3	2182348956	2202009624	19660668	86231	1.716082
ERR1203383	PE	1	4	19	118	4	2319974540	2339635380	19660840	84745	2.083328
ERR1203383	PE	1	4	20	125	5	2457600188	2477261028	19660840	84745	1.828448
ERR1203383	PE	1	4	21	126	0	2477261028	2496921636	19660608	84744	1.676228
ERR1203383	PE	1	4	22	133	1	2614886444	2634547284	19660840	84745	1.682382
ERR1203383	PE	1	4	23	140	2	2752512092	2772172932	19660840	84745	1.668734
ERR1203383	PE	1	4	24	147	3	2890137740	2909798580	19660840	84745	2.012899
ERR1203383	PE	1	4	25	154	4	3027763388	3047424228	19660840	84745	1.66662
ERR1203383	PE	1	4	26	161	5	3150643348	3155558500	4915152	21186	0.538667
ERR1203383	PE	1	4	27	162	0	3155558500	3160473652	4915152	21186	0.535885
ERR1203383	PE	1	4	28	169	1	3189965028	3194880180	4915152	21186	0.406785
ERR1203383	PE	1	4	29	176	2	3224371324	3229286476	4915152	21186	0.744131
ERR1203383	PE	1	4	30	183	3	3258777620	3263693004	4915384	21187	0.4836
ERR1203383	PE	1	4	31	190	4	3293184148	3298099300	4915152	21186	0.513289
ERR1203383	PE	1	4	32	197	5	3327590444	3332505828	4915384	21187	0.391639
ERR1203383	PE	1	4	33	198	0	3332505828	3337420980	4915152	21186	0.672
ERR1203383	PE	1	4	34	205	1	3366912124	3371827276	4915152	21186	0.504772
ERR1203383	PE	1	4	35	212	2	3401318420	3406233804	4915384	21187	0.781072
ERR1203383	PE	1	4	36	219	3	3435724948	3440640100	4915152	21186	0.699571
ERR1203383	PE	1	4	37	226	4	3470131244	3475046628	4915384	21187	0.976914
ERR1203383	PE	1	4	38	228	0	3479961780	3484876932	4915152	21186	7.67274
ERR1203383	PE	1	4	19	119	5	2339635380	2359296220	19660840	84745	1.775354
ERR1203383	PE	1	4	20	120	0	2359296220	2378956828	19660608	84744	1.763882
ERR1203383	PE	1	4	21	127	1	2496921636	2516582476	19660840	84745	1.788654
ERR1203383	PE	1	4	22	134	2	2634547284	2654208124	19660840	84745	1.592619
ERR1203383	PE	1	4	23	141	3	2772172932	2791833772	19660840	84745	1.536244
ERR1203383	PE	1	4	24	148	4	2909798580	2929459420	19660840	84745	1.998303
ERR1203383	PE	1	4	25	155	5	3047424228	3067084836	19660608	84744	1.651822
ERR1203383	PE	1	4	26	156	0	3067084836	3086745676	19660840	84745	1.598154
ERR1203383	PE	1	4	27	163	1	3160473652	3165388804	4915152	21186	0.50946
ERR1203383	PE	1	4	28	170	2	3194880180	3199795332	4915152	21186	0.540724
ERR1203383	PE	1	4	29	177	3	3229286476	3234201628	4915152	21186	0.48022
ERR1203383	PE	1	4	30	184	4	3263693004	3268608156	4915152	21186	0.503887
ERR1203383	PE	1	4	31	191	5	3298099300	3303014452	4915152	21186	0.405453
ERR1203383	PE	1	4	32	192	0	3303014452	3307929604	4915152	21186	0.468732
ERR1203383	PE	1	4	33	199	1	3337420980	3342336132	4915152	21186	0.694202
ERR1203383	PE	1	4	34	206	2	3371827276	3376742428	4915152	21186	0.522712
ERR1203383	PE	1	4	35	213	3	3406233804	3411148956	4915152	21186	0.856226
ERR1203383	PE	1	4	36	220	4	3440640100	3445555252	4915152	21186	0.485082
ERR1203383	PE	1	4	37	227	5	3475046628	3479961780	4915152	21186	2.127974
ERR1203383	PE	1	5	0	5	5	98304188	117964892	19660704	87771	2.378743
ERR1203383	PE	1	5	1	6	0	117964892	137625820	19660928	87772	2.123721
ERR1203383	PE	1	5	2	13	1	255590496	275251392	19660896	86232	1.733387
ERR1203383	PE	1	5	3	20	2	393216084	412876980	19660896	86232	1.733015
ERR1203383	PE	1	5	4	27	3	530841672	550502568	19660896	86232	1.756797
ERR1203383	PE	1	5	5	34	4	668467260	688128156	19660896	86232	2.403134
ERR1203383	PE	1	5	6	41	5	806092848	825753744	19660896	86232	2.082951
ERR1203383	PE	1	5	7	42	0	825753744	845414412	19660668	86231	2.049601
ERR1203383	PE	1	5	8	49	1	963379332	983040000	19660668	86231	1.953967
ERR1203383	PE	1	5	9	56	2	1101004920	1120665816	19660896	86232	1.71963
ERR1203383	PE	1	5	10	63	3	1238630508	1258291404	19660896	86232	1.866564
ERR1203383	PE	1	5	11	70	4	1376256096	1395916992	19660896	86232	1.885139
ERR1203383	PE	1	5	12	77	5	1513881684	1533542580	19660896	86232	2.016395
ERR1203383	PE	1	5	13	78	0	1533542580	1553203248	19660668	86231	1.5846
ERR1203383	PE	1	5	14	85	1	1671168168	1690828836	19660668	86231	1.599867
ERR1203383	PE	1	5	15	92	2	1808793756	1828454424	19660668	86231	1.786256
ERR1203383	PE	1	5	16	99	3	1946419344	1966080012	19660668	86231	1.595009
ERR1203383	PE	1	5	17	106	4	2084044932	2103705600	19660668	86231	1.636107
ERR1203383	PE	1	5	18	113	5	2221670520	2241331416	19660896	86232	1.919748
ERR1203383	PE	1	5	19	114	0	2241331416	2260992084	19660668	86231	2.052063
ERR1203383	PE	1	5	20	121	1	2378956828	2398617668	19660840	84745	1.606105
ERR1203383	PE	1	5	21	128	2	2516582476	2536243316	19660840	84745	1.806953
ERR1203383	PE	1	5	22	135	3	2654208124	2673868964	19660840	84745	1.773817
ERR1203383	PE	1	5	23	142	4	2791833772	2811494612	19660840	84745	1.69467
ERR1203383	PE	1	5	24	149	5	2929459420	2949120028	19660608	84744	1.640057
ERR1203383	PE	1	5	25	150	0	2949120028	2968780868	19660840	84745	1.644611
ERR1203383	PE	1	5	26	157	1	3086745676	3106406516	19660840	84745	1.618608
ERR1203383	PE	1	5	27	164	2	3165388804	3170304188	4915384	21187	0.52526
ERR1203383	PE	1	5	28	171	3	3199795332	3204710484	4915152	21186	0.600778
ERR1203383	PE	1	5	29	178	4	3234201628	3239117012	4915384	21187	0.554929
ERR1203383	PE	1	5	30	185	5	3268608156	3273523308	4915152	21186	0.464174
ERR1203383	PE	1	5	31	186	0	3273523308	3278438460	4915152	21186	0.518575
ERR1203383	PE	1	5	32	193	1	3307929604	3312844988	4915384	21187	0.442523
ERR1203383	PE	1	5	33	200	2	3342336132	3347251284	4915152	21186	0.571491
ERR1203383	PE	1	5	34	207	3	3376742428	3381657812	4915384	21187	0.605744
ERR1203383	PE	1	5	35	214	4	3411148956	3416064108	4915152	21186	0.56641
ERR1203383	PE	1	5	36	221	5	3445555252	3450470404	4915152	21186	0.767157
ERR1203383	PE	1	5	37	216	0	3420979260	3425894412	4915152	21186	0.5387
ERR1203383	PE	1	5	38	223	1	3455385788	3460300940	4915152	21186	0.380573
ERR1203383	PE	1	5	39	230	2	3489792084	3494707236	4915152	21186	12.102
ERR1203383	PE	2	0	0	0	0	0	19660976	19660976	89570	2.161156
ERR1203383	PE	2	0	1	7	1	137625820	157286524	19660704	87771	1.867783
ERR1203383	PE	2	0	2	14	2	275251392	294912060	19660668	86231	1.793417
ERR1203383	PE	2	0	3	21	3	412876980	432537648	19660668	86231	2.100809
ERR1203383	PE	2	0	4	28	4	550502568	570163236	19660668	86231	1.733797
ERR1203383	PE	2	0	5	35	5	688128156	707788824	19660668	86231	1.766779
ERR1203383	PE	2	0	6	36	0	707788824	727449720	19660896	86232	1.829246
ERR1203383	PE	2	0	7	43	1	845414412	865075308	19660896	86232	2.068503
ERR1203383	PE	2	0	8	50	2	983040000	1002700896	19660896	86232	2.213198
ERR1203383	PE	2	0	9	57	3	1120665816	1140326484	19660668	86231	1.522679
ERR1203383	PE	2	0	10	64	4	1258291404	1277952072	19660668	86231	1.849274
